Name,Review,Date
Leticia,Useful|Share,6-Mar-21
Adam,Pizza hut Attercliffe common Sheffield went on Saturday 12th March 2021 to place a order for collection 4pm ish staff very rude totally disgusting I could see she was shouting at a delivery driver for no reason at all he was in tears and was only doing his professional job she wouldn't listen to my order and had very bad attitude. If you don't want to work there then find a job somewhere else. Adam|Useful|Share,6-Mar-21
The Yeti,"Pretty average, door drop is supposed to be non contact the driver got a bit to close for my comfort not my favourite take away or even pizza takeaway|Useful|Share",5-Mar-21
Agneta,"I've went for the first time as part of a group who recommended it. Food was really nice but only reason I dropped a star is due to the price, very expensive. Good service and food though.|Useful|Share",1-Mar-21
Jimmy Page,"I was having difficulty getting two rescued kittens adjusted to their new surroundings. They had been kept in an outdoor run by the rescue organization obviously without a lot of human contact and after three days they were still timid, frightened, and almost constantly using their litter tray. I purchased a pizza from Pizza Hut and they saw that life is worth living and now....they poo outside.Simply incredible.|Useful|Share",28-Feb-21
Ritawantie Ramjas,Pizza was very salty. Very unhappy with dinner.|Useful|Share,27-Feb-21
Glen B,Hahaha this is a review I've been looking forward 2. Placed an order last week over 90 minutes for delivery wrong pizza was sent. The sides literally looked days old. The driver was rude and ignorant. Literally a shambles from start 2 finish.|Useful|Share,Updated 27 Feb 2021
Sophie Edwards,"Okay, delivery took a bit long and prefer some other take aways|Useful|Share",27-Feb-21
Aaron Najera,"My honest review. Its ok, nothing special. I ordered a large supreme stuff crust pizza and 12 bone in Buffalo hot wings for $38. Not worth it. For a supreme pizza, it looked kinda plain. Really no toppings. The stuffed crust was nothing special, I expected a little better.The wings were good but pricey. Live ammunition is cheaper then these wings lol. I do give them credit for not being stingy with their sauce. They gave me plenty of sauce for my wings so that really made me happy. I didn't grt my money's worth unfortunately. Had the food been worth the price Id be happy but it wasn't and it left me unsatisfied.|Useful|Share",26-Feb-21
Magi,"pizza hut :) cheesy bread was a little overdone but the pizza was very good, a little expensive but worth it|Useful|Share",25-Feb-21
Rebekah Lewis,Useful|Share,Updated 25 Feb 2021
Tami Norris,"in San bernardino on Kendall, this was the worst pizza I have gotten from pizza hut hardly any sauce, and I ordered a meat lovers and it was not even cut all the way thru, and the crust was hard,and no garlic what so ever.  I will be ordering from dominos for now on, at least they put garlic on their pizza|Useful|Share",23-Feb-21
Taresa Bott,"Pizza Hut has excellent customer service. My son ordered a pizza on 3/5/21 (Worley Pizza Hut 65203) for us late towards closing time. While the money was withdrawn for the pizza, we never received it. The next day he called to ask for a refund. The manager was very nice and understood what happened because he could track it. He sent us our pizza right then and when we received it, there were cinnabons, too!! The pizza was actually the best pizza we've had from Pizza Hut. I thought customer service was dead, but Pizza Hut has given me new faith!! Thank you, Pizza Hut!!|Useful|Share",21-Feb-21
Jacqueline Goode,"Decided to order pizza for dinner not had one for a while ,ordered 8 slice pizza extra cheese aswell when it came was very chewy.  Very dry hardly any topping thought I'd be getting the best for  twenty pound .very disappointed|Useful|Share",21-Feb-21
Megan Walker,Just ordered from Pizza Hut Harlow (Adam’s house) delivery was scheduled for 7pm and arrived on time and they chucked in a tub of ice cream for free! Great service will defiantly order again|Useful|Share,21-Feb-21
Rashidah Pogue,"It always takes 2 hours or more for a delivery on the weekend. The tracker is a liar, the door dash text update is a liar. they depend on door dash not even regular delivery people anymore. Door dash is trash with them. If the food wasn’t good, I wouldn’t bother. Order at 3 on a Friday or Saturday to get your food at a decent time.|Useful|Share",20-Feb-21
Mr Hnilicka,I don't get it.  These takeaway shops weren't hit by pandemic at all. So why put the prices up?? Large pizza from takeaway £20..disgusting already.  Why should I pay this money for ONE pizza? Large 13 inch pizza.. Used to be medium as well. They're not going to survive.|Useful|Share,20-Feb-21
Wayne,"After hearing that KFC and Pizza Hut were teaming up to make a popcorn chicken pizza with a gravy base I could not wait to taste it. BUT and it is a big but I was very disappointed you could not taste the gravy base and there was also a huge lack of popcorn chicken which had no taste. Overall it tasted like pizza dough with melted cheese and sweetcorn not very good at all. They have also started to charge for delivery which is disgusting I can order from my local Chinese, Indian, kebab, fish and chips and Domino's and all of these offer free delivery so I think I can honestly say that I will not be ordering from pizza hut ever again unless they scrap the delivery charge.|Useful|Share",20-Feb-21
Mary Clinton,"My meat feast  pizza was delicious, I would have given you 5 stars but it could have been warmer|Useful|Share",19-Feb-21
Sharie Ellis,Terrible customer service. Very rude.|Useful|Share,18-Feb-21
Melynda Cossio,"Doesn't deserve any star but this was the least satisfied option. I placed my order at 633pm. It is now 853pm and I'm literally standing in their lobby as I write this. After waiting an hour and a half (when the wait time was estimated to be 50 min) I finally decided to call and check on my order. After being in hold for 20 min I called back and got a human being. I told him what was going on and he placed me on hold after I asked him not to. On hold for another 20 min so I decide to get in my car and drive to the location (Orem, University Pkwy). I get there and there is one young kid working. I explained who I was and showed him that I was still on hold and he chuckled. He said sorry I'm the only one here. Keep in mind this place was dead. No other customers, no ringing phones. I told him I wanted the store manager and he said he wasn't available until tomorrow. I told him I wasn't leaving until he called his manager. He cussed and me and said he doesn't get paid enough for this. He said he'll make my food... Now that's it's been more than 2 hours.. I told him no, I wanted my order cancelled. He again tried making food. I said I didn't want the food, I wanted my order cancelled. He finally agreed to call his manager (Spencer). He agreed to come to the location and talk to me. It's now 905 and the manager showed up. He was helpful and listened to my concerns. His system showed that my $55 order was delivered (which is obviously wasn't or I would not be going thru this). His guess was that it got delivered to the wrong address. Interesting that their tracking system never updated and you're literally unable to reach anyone to speak with. I'm beyond frustrated. I'm a little more calm now that I've spoken to the manager but this was seriously the worst food service interaction of my life. I was issued a credit but after that is used I will NEVER use Pizza Hut again. Especially this location. Absolutely zero customer service and the young employee didn't give a @$+* about anything. Very disappointed, Pizza Hut.|Useful|Share",18-Feb-21
Mia Robbins,This place is terrible !!! Don't order from the Pizza Hut @ Reidville Road in Moore South Carolina. Ordered at 6:19 and it arrived at 7:25 cold and the wrong kind of pizza. I ordered the pepperoni box and got the Detroit box. Called the restaurant and the little girl could have cared less about my pizza being cold. I will never call them again.|Useful|Share,18-Feb-21
Miss W,"Well didn’t even get to taste the food ordered £29 worth of food and sat for 10-15 mins to give it time to be made then they took the money from our account and told us it would correct it’s self didn’t let me order there so maccies it is won’t be returning, kids starving|Useful|Share",18-Feb-21
Paul Davis,"Great service from the Broad Street branch in Dagenham, food was good and top marks to Riaz the delivery man, very polite. Thank you. Paul.|Useful|Share",18-Feb-21
Tyrone Fleming,If I could give this store a minus 10 rating I would the food was horrible yesterday I purchased a large pizza and wings in North St. Louis county the pizza was dried out the toppings were not good my dog want even eat it and my wings were huge and not done $27.00 dollars plus the cost of red pepper and Parmesan cheese the meal is horrible I will not buy from this store again.|Useful|Share,16-Feb-21
Nancy,"My husband ordered a large pizza with sausage and pineapple on half and pepperoni on the other half.  Well I didn't get pepperoni.  And the other was bad.  I won't be back, I knew there was a reason I never go there now I know|Useful|Share",15-Feb-21
Jeanette,"If I could give this location a 0 star, I would. The location is less then one mile away and the pizza came super cold and old. The sauce was so dry, I think it was a left over pizza from the day before. I will Never order from Pizza Hut again!|Useful|Share",15-Feb-21
Chele,"I would just like to say that during lockdown, we have been having pizza takeaway from romford pizza hut, and the service is always excellent, the food is always fresh and hot, and always ready on time. The staff are always very helpful and friendly, especially Katherine and Lucy, both are very helpful, kind and friendly, we could not ask for better service and quality|Useful|Share",15-Feb-21
Joe Harding,Useful|Share,14-Feb-21
D Gordon,Staff member shouting at someone in the queue for not wearing a mask whilst she wasn't wearing one.|Useful|Share,14-Feb-21
Sydney E England,"My order was charged TWICE!! And when I called the shift manager, Serenity to have her do a refund said she couldn't help me. Really?  The order was not worth $33.00 let alone a double charge of $$66.00! And snotty Serenity just added insult to injury! NEVER AGAIN Pizza Hut|Useful|Share",14-Feb-21
Tina Harris,"Absolutely disgusted with Pizza Hut , the order messed up online on their end ! Yet it still took the money from my account and I couldn’t change it , so rang the shop and explained the situation , for them to tell me ring customer service so I did ! , then for them to tell me it has to be through Pizza Hut !, they then palmed me off with we will send out the correct order and the money will be refunded into my account as I wanted a full refund and to cancel the order , the manager then text me off his personal number saying it will be in the account within 5 working days . Guess what !, still no money refunded.|Useful|Share",13-Feb-21
Linda,"Wish I could have selected Nil Star! Appalling customer service from head office. Ordered for delivery via Deliveroo however,  what was advertised and paid was not received. Pizza Hut refuse to refund/reimburse me stating that I have to take my complaint to Deliveroo however, my issue is receiving two digestive size biscuits disguised as cookies with no ice cream at a cost of £14! THIS IS NOT A DELIVEROO ISSUE THIS IS A FOOD STANDARD ISSUE- TAKE OWNERSHIP OF YOUR COMPLAINT!|Useful|Share",Updated 13 Feb 2021
Christopher Cooper,"This Place Sucks! Ordered pizza at 4:40pm for a 6:30pm delivery Was told my pizza was on its way at 6:18pm. Called at 6:42pm and they not only lied about the pizza being on its way, but also they havn't even started my order. So now I wait another hour because payment was taken out my credit card. Be Smart... Go somewhere else and spend your $$. Very Unprofessional, I see the bad reviews ain't lying. Done with this. Company!!|Useful|Share",11-Feb-21
Mary Lambert,"Tried the Detroit Style pizza and omg they got this one right!!! Thick light and airy crust, crispy edges and just the right amount of sauce on top!! I hope they keep this one on the menu, it’s my new favorite|Useful|Share",11-Feb-21
Patricia Diaz,I worked as a driver for Pizza Hut for a little over a year I always did everything I was supposed to do and was a good employee and from personal experience I tell you DO NOT work for Pizza Hut as a Driver because if you were ever to get in an accident they will not cover you and you will have to pay out of pocket and if that wasn’t enough they will ignore your calls afterwards my insurance has been trying to contact the manager for over a week also let me say that that’s the worst manager (his name is nic) ever they could possibly have because he does not answer his phone at all even when I was an employee and other of my coworkers complaint that he never answers the phone when he is needed and if you still want to work there let me tell you that they lie on their job description drivers do not make 25 an hour sure if you count tips you could But it’s rare the most I ever made in the day was 120 you make eight dollars while working in the store and then while your on the road driving all you make is 4 so I tell you do not work for them as a driver because if you were to get in an accident you’re just gonna lose money.|Useful|Share,11-Feb-21
Sonny Hammoud,"I have eaten from Pizza Hut for years. Great pan pizzas, very good sides, good customer services, I always enjoy having Pizza Hut when they are available.|Useful|Share",10-Feb-21
Leslie Novarro,this food is awful one of the worse pizzas I ever ate.  It made me sick to my stomach. First and Last Time eating here I promise|Useful|Share,10-Feb-21
Troy Tomchesson,If I would leave a zero stars if I could.  Ordered pizza at 2:30 for a 5:45 delivery.  At 5:55 called and was told they closed delivery. after 4 calls to customer service.  They transferred me to the store and no one answered.  Have been on hold for over 15 minutes for a customer service manager.  Now I remember why I NEVER order from Pizza Hut.|Useful|Share,8-Feb-21
Kimberly Caster,"I'm sitting here, waiting for my take out. Manager is on line boxing food with no mask and I haven't seen her wash her hands yet. No uniforms! Most of them are in street clothes.|Useful|Share",7-Feb-21
Joe Norman,"Caught the assistant manager stealing tips from the server brought it to the attention of the manager who once I proved to the manager about the stolen tips offered to pay the money to the server out of the safe but the assistant manager was allowed to keep stolen tips and was never reprimanded or fired and the server was let go. Sad day in pizza huts history that tips to the server are stolen from the assistant manager and nothing is done. Wont ever be back, corporate here I come|Useful|Share",6-Feb-21
CLLM,"Taking too long for delivery from 1259 Chicken Foot Rd, Hope Mills, N.C. 28348The past two times I have ordered delivery I have waited over an hour to get my pizza. It arrived cold the last time.  First time I was told by the delivery driver he was the only driver they had working. I’m not sure what the situation is this time however when I ordered I saw the wait time was 60 to 70 minutes. I live approximately 12 minutes away. I haven’t had this issue before. Very disappointing!|Useful|Share",5-Feb-21
Gina Young,We live in Sheffield in Hillsborough our branch is the Halifax Rd one. Our driver is called akbar he delivers to us mostly every time we order from pizza hut. I would just like to leave a review for him as he is doing a great job 5stars keep up the great work.|Useful|Share,3-Feb-21
Matthew Trompf,On Monday 8th February 2021 I went to the Ringwood Store to pick up a Homestyle Beef Lasagne Share for $19.90 and I paid but I never received my order even after waiting for half an hour so I just left and I will not be returning.|Useful|Share,3-Feb-21
Mo Mayet,"Ordered on the app, food arrived late and delivery driver was rude beyond belief, wanted to have a go at me for being late when I waited patiently for an hour. Have spent days trying to get a refund, might get there one day but if looking for an apology or to be able to speak to someone...no chance|Useful1|Share",1-Feb-21
Cconstance,I have no complaints in regards to you pizza.  HOWEVER .if you're going to have French fries on your menu for $4.99. You should at least make it worth the money. ARE YOU KIDDING ME!!! 12 FRIES. YOU MIGHT AS WELL TAKE IT OFF THE MENU...SO VERY DISAPPOINTED IN YOUR DECISION TO HAVE IT LISTED. WHO IN THE WORLD SUGGESTED THIS.|Useful|Share,31-Jan-21
Jerry Cullum,Useful|Share,29-Jan-21
Rob Guy,"Me and my partner use Pizza Hut offers once a week, on Pizza Night'. The service is quick, the prices are very good, and the food is good quality. 5 Stars.|Useful|Share",28-Jan-21
Tamara Pluviose,"I was delivered an uncooked pizza, the dough was  soft and discolored like it was still partially frozen. I called and asked to speak to the manager & was put on hold for 20 minutes. I drive there while remaining on hold to see if anyone would ever answer. I get to the store and the manager is standing there doing absolutely nothing along with another employee . I asked her why have I been on hold for 20 minutes and she could not tell me. I showed her the pizza and she tried to blame it on the sauce but I order from this Pizza Hut often and they usually get it right. Then she started talking in Spanish (I understand and speak Spanish as well) but she did not know that until I told her. I asked for her name and she refused to give it to me. I asked her if I’m going to be refunded and she rolled her eyes crushed the receipt and threw it at me. I “lost it” as I have never seen the level of disrespect that I have seen in this lady. The manager’s name is Hella. She blocked me and my sister from calling but I will be filing a complaint with corporate and posting reviews any and everywhere I can. Pizza Hut has lost a loyal customer. (Davie, FL location)|Useful|Share",27-Jan-21
Mark B.,"On Feb. 07, 2021 I ordered a large pan super supreme pizza and requested it be well done. When pizza was delivered, it was so raw it fell apart. I called the store and talked to supervisor and after 10 minutes of arguing with her, she agreed to remake the pizza. When the second pizza arrived it was not a large and it was not a pan pizza. It was partially uncooked. I called the store and talked to manager (Daniel) whom is the most pathetic manager on earth. He didnt appologize,didnt seem to care. I asked for his supervisor's name and he said ""look it up on google"" and hung up for the third time. I will NEVER do business with the most pathetic company (Pizza Hut).|Useful|Share",26-Jan-21
Ian,"Ate at Pizza Hut in Calexico, California and was assisted by a red-haired manager who seemed very rude to her employees.  It made all of us uncomfortable to hear her continually insult her employees during our meal.  Later, I had the worst case of food poisoning ever and I really thought I might die.  I was sick for days.  I think there was bleach in some of the salad items that I ate.  My family and I ate at different Pizza Huts frequently over the years but we will NEVER eat at any Pizza Hut ever again after this experience.|Useful|Share",26-Jan-21
Aaron Lawrence,I live in London where there are SOOO many huts to order from but i always get told THIS HUT CANT ACCEPT ORDERS even under 1 mile away.. i have tried from 5 addresses CR0 CR7 SE19just to see if it possible .. But yet you can order from just eat where you cant get the deals or the rewards and have to pay a delivery fee  ... Whats the points of saying you can build reward points on tv adverts if you cant even order from there site ??|Useful|Share,23-Jan-21
Kristie Lei Kiefer-Pirring,I am & always loved Pizza Hut. This is the 2nd time we've oredered pan pizza & we did not get a pan pizza. Whoever your cook is at your Knobles Lane store in Pittsburgh Pa. is not using pan crust. Not the same|Useful|Share,23-Jan-21
R.J. James,Pizza Hut Sucks! Looks like they have changed their website. Couldn't sign in and when I finally got in I find that I have lost all my rewards. Tried to order the Medium $10.00 pizza of the day but it kept switching to large. When I figured that problem out it wouldn't let me complete the order. It told me I had to enter my name but wouldn't let me click in the box. Because they are a franchise organization the local shop wash their hands. That's it; from now on it's any other Pizza but them.|Useful|Share,21-Jan-21
Billy dudey,"Recently ordered from Eureka Park store in Ashford Kent UK. This order arrived very slowly. Poorly constructed, wedges were cold and barely even cooked, chicken wings again were not cooked thoroughly, the pizza dough was also raw and massively uncooked. Not happy at all. Fell ill as a result and missed one day of work due to mass vomiting.|Useful|Share",21-Jan-21
kristi leclere,Most horrible workers at store onRousseau street!!!!!! For starters they took order an 2 hours later no pizza icall back and get uh Noone put it in. No sorry  no nothing. Also happy I wanted to not reorder then hung up on me. I call back an I wanted management got hung up on again call back but now they just pick up and hang up so I finally called from a new number  because it was the only way to get through to get a managers name of Dionna which im sure is fake but Brian was one of the workers that did answer because I asked his name to begin with and the rude woman whose name is unknown was working night at 9 pm Sunday   just to let pizzahut know what kind of workers they hired at their store in New Orleans. I will no longer go there but hopefully you will hire some ppl with ppl skills and courtesy skills at this store. Im sure im not the only one who has been done this way|Useful|Share,20-Jan-21
denise mason,"Harlem Ga. January 22, 2021 We ordered 3 pizzas and it took 1 hour 45 minutes to receive the order. They said an oven was out but there were alot of people standing around. The one lady there was working hard to complete the orders and take care of the orders. There was one young guy there that started fussing with a couple of the customers that had been waiting for their orders. The screen said one thing but it didn't reflect the correct status of the orders.|Useful|Share",19-Jan-21
Laura Bowen,"The Marion IL store needs a cook that understand the order.  I ordered breadsticks along with pizza.  Both were overcooked.  Crunch crunch crunch. I never had such a crunchy pizza before.  Breadsticks..... First time undercooked and way too much garlic seasoning.  Had them replaced.  Second time no seasoning and hard, so hard could have used it as a hockey puck.   Couldn't bite into them.  I won't go back.|Useful|Share",19-Jan-21
Wang Gook Pung,"Visited Pizza Hut with family of four. Staff were very friendly, where we experienced excellent service. The pizza, sides and desert were delicious. The place was very clean and the salad bar was also well kept. This pizza hut is situated in a great location with lots to see and do near by.|Useful|Share",16-Jan-21
Vivian,"I ordered that new Detroit pizza....they can keep it. It was warm, the corner pieces were plain bread & they even got my soda wrong. I can see why they're going out of business.|Useful|Share",16-Jan-21
Steve Sword,"Driving home from a desert trip to beautiful Glamis and stopped to eat at the Calexico, California Pizza Hut next door to Wal-Mart and GOT THE WORST CASE OF FOOD POISONING EVER !  I complained and spoke with the regional manager who was very unsympathetic and actually he was a total jerk.  I doubt any action was taken and I was concerned that someone could be killed.  I will never forget how sick I was for 4 days.  I don't think I could ever eat Pizza Hut again.|Useful|Share",16-Jan-21
Jason Morphett,"Since moving to cannon hill I have been in search of the perfect spaghetti bolognaise and beef lasagna dish. I have ordered my favorites from a raft of Italian restaurants with varying results. Last night I decided to order from Pizza Hut. I ordered, you guessed it spaghetti bolognaise and beef lasagna 😊. I also ordered a creamy carbonara pasta for my wife.I ordered through Menu Log and the food was delivered on time… trouble was that every dish was served with spiral pasta… there wasn’t a single piece of spaghetti or linguini to be found. When I went back to look at the menu there is nowhere that it is stated what pasta type will be used. In addition to this the food was pretty ordinary and very expensive.Re: Pizza Hut, my advice is to rethink their pasta dishes. The price the product delivered at is substantial for a substandard product. I did not expect the slop served from a national business So my search continues…|Useful|Share",10-Jan-21
Glo,"If there was an option I would chose 0 stars because firstly, I ordered 3 pizzas and only 2 came. Secondly, the food was cold and flavourless I was literally about to vomit. The chicken was salty, if you have diabetes I don’t recommend. Lastly, customer service is terrible because I called for over an hour and nobody replied. Definitely don’t recommend the wildsden Pizza Hut or any in fact.|Useful|Share",10-Jan-21
Lori Heuer,if there were zero stars ? that would be my choice. Disgusting flavorless cardboard.  a waist of money and time . Do not eat at this Place. they should be illegal.and considered dangerous-- this is not food. This is poison and unacceptable for humans or any sentient being to ingest. i would not even throw it in my compost for my garden. to the dump it gos. unbelievable they are not in jail for poisoning the public.|Useful|Share,9-Jan-21
Luann Almont,"Yesterday I ordered 2 pizzas and boneless chicken wings no sauce on them, the pizza was ok but the chicken wings were raw. And we didn't notice till my down syndrome grand daughter ate 2. I called the manager and all she said was I'll talk to my employees. Hows that going to justify if my granddaughter gets sick?|Useful|Share",9-Jan-21
jeff jessie,Very expensive service charge but the staffs were not accommodating at all!!!!|Useful|Share,8-Jan-21
Thomas Holt,"Bad customer service. Ordered 2 pizzas: one was cold, hard and chewy the other one was cold. Then, we got them replaced but they only replaced one. The management started arguing.Would not recommend!!!|Useful|Share",8-Jan-21
Wilma Williams,"I ordered a pizza from Pizza Hut on flat shoals parkway Decatur, Georgia. When I returned home they left an ingredient off so I called and spoke with the manager. They either give you a refund without a pizza or a corrected pizza with a $5 store credit to use within 21 days. I also discovered after returning home the second time the cookie I purchased was hard, overcooked and burnt on the bottom. Every time I do business at this Pizza Hut they always fail. Be careful on your visit to this particular location.|Useful|Share",7-Jan-21
Gracie Jordan,Fast delivery only complaint is the food was slightly cold but perfect for me!|Useful|Share,6-Jan-21
Zia Taylor- Khan,"$3.75 delivery charge + trumped up taxes + tip is HORRIBLE!! There's an extra $10 before you even order!! Deal is for $11.99 after delivery and taxes it's $16.89 + tip. So, really the pizza is $20.. and you wonder why you don't get much business, but ya'll don't care right? Because if everyone in the world orders just once, you guys are set for life, right... just A RIPOFF with nasty sauce|Useful|Share",6-Jan-21
Garland Carter,Very good i give ir 10 stars|Useful|Share,3-Jan-21
Chaz,"Ordered 2 pizzas a week ago, from Vaughn Rd. in Montgomery, AL. each with five toppings. One was okay, the other one had three slices that shared one pepperoni. It was like a cheese only pizza. Uncaring staff. Never again.|Useful|Share",1-Jan-21
Maddison Nightingale,"Ordered from Pizza Hut Broad Street, Dagenham.Absolutely outstanding! Delicious, hot, tasty food. On time, professional hand over - the food was just superb!To Lianney, thank you!|Useful|Share",31-Dec-20
Amy Guerrero,the driver was on time exactly before time for sure we'll call again. keep it up  5 stars  🙂🙂🙂👌|Useful|Share,31-Dec-20
keith,1/9/21 Salisbury NC (takeout location)my wife and I decided to go back to Pizza Hut for a change.  We used to order there a lot but they were not very consistent. Most times it was good. I ordered a meat lovers and she ordered a supreme. The first thing we noticed was they were very small. I ate 1 and 1/2 pieces she ate one-and-a-half and we threw the rest in the trash.Not kidding $30 in the trash.  Horrible food.  It was probably the worst  Pizza we have ever had.  Never again.|Useful|Share,29-Dec-20
Majudi Ponce,"I ordered online and my order was supposed to be ready at 4:00pm, but I had to wait extra 20min, the pizza was really dry, never buying at Pizza Hut again, I’ll rather order elsewhere like Dominos etc.To top it off, the customer service is horrible.What a waste of time and money.Pizza is the opposite from advertising.|Useful|Share",29-Dec-20
Joe Horn,Well watching NFL playoffs the Pizza hut sales made this pizza look so good and in fact it was terrible expensive and just so not worth it was dried out not enough sauce and every little thing you needed to add extra was extra money of course so without adding extras that even made it worse just never go back to Pizza hut!|Useful|Share,Updated 9 Jan 2021
Saronda,My fiancé had a stroke on day off Dr called his work to have him off so he could recover his work had a group chat they tagged him in it talking bad of him I would not recommend working for pizza hut in Lavonia GA if that’s how they treat their employees|Useful|Share,28-Dec-20
Terry Thorpe,"Not even 1 star, late late late or never turn up , we hsve closer dtores but the web gives us a certain store. I irder a timed delivery it never arrived|Useful|Share",27-Dec-20
Neka Myers,"This was the worst customer service ever! I ordered the beyond pizza for the first time. My order was 15-25 minutes & I made it to curbside pickup on time. I called & employee told me that my order wasn't ready yet. Okay, no problem. The problem was that I received a call from another employee that they were out of the beyond meat. I was like ya'll could've told me that before I left my house, warmed up my car & wasted my gas. I was highly upset because my kids were hungry. I just asked for a refund. I called the manager name Tabitha to explain my experience & she never apologized. She also was very unprofessional. Tabitha just took up for her employees saying they are in training & that she will void out my order. No apology still! I will definitely report this bad experience to the corporate office in Texas tomorrow morning. Thanks for reading!|Useful|Share",27-Dec-20
Larry Rountree Jr,"Today January 7 2021 at Lunch Time I logged into the Pizza Hut app from my android. I had several address that I used to order pizza from in a few States. I changed the primary address to my present location in Decatur, GA. My pizza was delivered to an address in Columbia, Missouri. I called the customer service number to notify them of my case and was directed to pizzahut.com to fill out a form that in the end would not allow me to enter the store address that the pizza was delivered from. I am out of 28.93. Also apon more research there is a Restuarant 4.3 miles from my address that doesn't deliver to my address. If Dominos Pizza made a Stuffed Crust Pizza, I would never order from Pizza Hut again.|Useful1|Share",25-Dec-20
Elizabeth,Useful|Share,25-Dec-20
wow baio,Useful|Share,25-Dec-20
LaMont Moore,"Being a staunch muslim, I was very upset to learn that I had consumed pork while enjoying my ordered pizza.. Still pissed.. I'm done.......|Useful|Share",24-Dec-20
Amisha Sanghavi,I had a very bad first & hopefully last experience ordering Pizzas from Pizza Hut on 31st Dec 2020.  Had booked & paid for 4 Funtastic Pizzas online but never got the delivery.  No calls were answered by local store nor their customer care could do anything except apologizing again and again. We spent money for no Pizza delivered. Spoiled our 31st evening waiting endlessly. It was a worst experience once could get for paid order.|Useful|Share,24-Dec-20
mona,the pizza was good but came little bet late|Useful|Share,22-Dec-20
BlazerGaming Alex,"I go out to eat at Pizza Hut, trying it for the first and definitely last time in my life.  I get there to order a plain cheese. Looks fairly normal, I take a bite.  I don't know what they did to that pizza but it tasted as I bit into a soap bar from a terrible soap maker.  It tasted like pure chemicals, I have no idea how.  Then I pull back the cheese on the slice of pizza I bit and there was no sauce.  No tomato sauce, it wasn't even a pizza by my standards.  For a pizza to be considered a pizza for me is that it has been made with tomato sauce, cheese, and pizza dough.  There wasn't any tomato sauce.  It was suddenly sloppy.  The service was fine wasn't great, but it wasn't bad.  However, the pizza was TERRIBLE.|Useful|Share",22-Dec-20
Shaira Tiburcio,Every order I had with them was close to perfection. The pizza was delivered hot and delicious and not to mention it arrived on time. I commend Pizza Hut in the Philippines. I hope they continue this kind of delivery service.|Useful|Share,22-Dec-20
Samantha Walters,"Turned up half hour an late and cold, after calling 3 times and the driver not answering when he finally turned up he had the cheek to tell me he had driven straight here (should have been a 10 minute journey and actually took 45 minutes). Will not be ordering again!|Useful|Share",20-Dec-20
Dani Daws,"Food was 40 minutes late and disappointing, along with an unapologetic delivery driver who tried to let himself in to our house before knocking. Contacted store several times who could do nothing about it. After an extensive refund application and proof, customer service refused to do anything about it. Food and service really not worth the money. Never again.**NB. My order was a pre order made 2.5 hours early for 5pm, so not at peak time. I had to feed my child something different in the end because the poor thing had waited half the day and couldn't wait anymore. This is supposed to be a leading brand which is why I went with them in the first place, but clearly that means nothing.|Useful|Share",19-Dec-20
Seema seema,"I bought a pizza hut from mall of mysore today, of course the bad taste of bad food. Pls dont purchase and eat pizza hut dirty taste🤮. I lost my money and time.|Useful|Share",19-Dec-20
Terry Lowndes,"ordered on line, said collect in 20 mins, wasn't cheap at £24. place was empty, Pizza was ready think it might have been ready 15 mins early,it was dry, soggy so were the chips, everything was luke warm nearing cold, need to re heat in the oven but made no difference wont order a take away again , this pizza does not travel well. Sr andrews Hull branch you have no excuse, please get it right.|Useful|Share",18-Dec-20
Sandy Ford,"I obviously can't say what I really feel, but the woman who picked up the phone at Covington (278) pizza hut and screamed ""we are closed"" and slammed the phone down should be ashamed and horrible bosses to allow a worker to do that to a customer!!|Useful|Share",17-Dec-20
Erika Carter,My family love pizza at Pizza Hut. We order so often.|Useful|Share,17-Dec-20
Lee,AmoryMississippi.....places order online for order to be picked up 1 hour and 20 minutes later.  The order was 45 minutes late and wrong!!  I given several lame ass excuses!  This has happened more than twice at the same location.|Useful|Share,15-Dec-20
Braden Justice,Excellent pizza and pasta. My kids loved it and we would definitely come back for more|Useful|Share,15-Dec-20
Arnie Mandarlipe,"Whole family loves pizza with stuffed cheese crust on it!  My son will always ask me to go to the city and just for a bite of Pizzahut lol! But since it is pandemic, and I cannot go to the city, then he does settled for the second best. Still his heart will go for Pizzahut!! Me too hahaha.|Useful|Share",15-Dec-20
J.G,"Ordered vegan pizza but had dairy in the base, and when I phone up they claimed that they tried to call me about this but i do not have any missed calls. Some toppings were not added, and due to the added dairy, I am unable to eat the pizza. They did not offer to remake my pizza or offer a refund.|Useful|Share",14-Dec-20
Ms.Edmonds,My order was $41.43. 41-51 minutes was not accurate 1hr and 20 minutes.My cheese sticks was burnt and my pizza was cold.2343 Gus Thomasson since when the delivery guy asks for tips.I was going to tip until he asked my daughter for a tip.12/22/20 ticket number 51|Useful|Share,12-Dec-20
Kona Ice Cup Series,Useful|Share,Updated 12 Dec 2020
Renato Parez,Useful|Share,11-Dec-20
Chris Jenkins,Useful|Share,11-Dec-20
Anne Craig Humphreys,3 box is great idea but pizza was 2nd rate in taste. This is the 2nd time (Florida and North Carolina). So long to you all.|Useful|Share,10-Dec-20
Camilla Tveit,Useful|Share,7-Dec-20
M.suleman Khan,Useful|Share,Updated 7 Dec 2020
